CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,NumProducts,SupportCalls,ContractType,PaymentMethod,InternetService,Churn
CUST00816,39,4,93.75,406.39,2,1,One Year,Mailed Check,Fiber Optic,1
CUST00817,60,8,30.18,259.31,2,3,Two Year,Bank Transfer,DSL,0
CUST00818,51,48,28.56,1317.45,3,3,One Year,Electronic Check,Fiber Optic,0
CUST00819,70,71,51.12,3577.85,1,1,Two Year,Mailed Check,No,0
CUST00820,38,2,21.25,38.55,2,0,Month-to-Month,Bank Transfer,No,0
CUST00821,60,48,63.4,3070.25,3,9,Month-to-Month,Mailed Check,No,1
CUST00822,26,10,90.77,828.42,2,6,One Year,Bank Transfer,Fiber Optic,0
CUST00823,59,47,100.13,5119.19,2,7,One Year,Credit Card,Fiber Optic,0
CUST00824,59,45,80.43,3885.0,5,0,Month-to-Month,Electronic Check,DSL,0
CUST00825,32,7,104.69,690.92,2,7,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00826,21,49,60.65,3090.36,5,3,One Year,Electronic Check,Fiber Optic,0
CUST00827,74,64,104.88,6803.45,5,7,Two Year,Bank Transfer,No,0
CUST00828,22,62,70.65,4644.13,4,4,Month-to-Month,Credit Card,DSL,0
CUST00829,44,3,42.3,126.29,1,2,Two Year,Bank Transfer,No,0
CUST00830,18,18,114.41,1932.51,2,2,Month-to-Month,Credit Card,Fiber Optic,0
CUST00831,41,18,47.5,878.86,5,1,Month-to-Month,Bank Transfer,DSL,0
CUST00832,64,33,22.62,683.8,1,8,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00833,46,11,44.27,495.18,3,4,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00834,31,61,56.67,3258.17,3,7,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST00835,40,56,55.13,3201.76,5,8,One Year,Bank Transfer,Fiber Optic,0
CUST00836,23,58,72.47,4478.83,5,1,One Year,Mailed Check,Fiber Optic,0
CUST00837,51,15,108.31,1497.81,2,3,Month-to-Month,Mailed Check,DSL,1
CUST00838,18,2,49.23,96.5,3,1,Two Year,Mailed Check,No,0
CUST00839,37,65,72.08,4903.82,4,0,Two Year,Mailed Check,No,0
CUST00840,21,21,54.01,1058.0,5,9,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST00841,31,47,102.18,4866.23,3,6,Month-to-Month,Bank Transfer,DSL,0
CUST00842,21,65,35.76,2404.29,1,4,Month-to-Month,Credit Card,Fiber Optic,0
CUST00843,70,3,30.35,88.41,5,2,One Year,Electronic Check,DSL,0
CUST00844,62,1,70.3,74.97,3,5,Month-to-Month,Credit Card,No,1
CUST00845,70,1,87.19,87.37,1,5,One Year,Electronic Check,DSL,1
CUST00846,56,12,99.55,1224.97,1,2,One Year,Electronic Check,DSL,1
CUST00847,46,4,78.96,293.16,2,0,One Year,Credit Card,DSL,0
CUST00848,27,59,97.38,5197.76,4,4,Month-to-Month,Credit Card,Fiber Optic,0
CUST00849,72,44,59.27,2373.6,5,5,Month-to-Month,Credit Card,Fiber Optic,0
CUST00850,70,70,23.29,1761.76,3,7,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00851,41,57,31.61,1939.65,1,3,Two Year,Electronic Check,Fiber Optic,0
CUST00852,30,69,23.87,1748.52,5,0,One Year,Bank Transfer,No,0
CUST00853,40,17,52.89,845.18,4,8,One Year,Credit Card,Fiber Optic,0
CUST00854,40,21,69.55,1467.97,3,4,One Year,Mailed Check,DSL,0
CUST00855,70,61,55.63,3594.51,1,7,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00856,21,18,76.06,1416.91,5,0,Month-to-Month,Mailed Check,Fiber Optic,0
CUST00857,54,5,68.06,314.14,1,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00858,61,48,87.79,4547.5,4,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00859,61,57,86.7,4606.32,3,7,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST00860,29,69,51.81,3340.0,3,2,Month-to-Month,Electronic Check,DSL,0
CUST00861,41,66,54.62,3894.14,3,7,One Year,Bank Transfer,Fiber Optic,0
CUST00862,37,9,78.51,704.46,2,9,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST00863,41,55,79.64,4269.02,3,6,Month-to-Month,Mailed Check,Fiber Optic,1
CUST00864,22,61,51.47,3173.36,2,9,Month-to-Month,Mailed Check,DSL,0
CUST00865,22,50,53.03,2906.88,3,9,Month-to-Month,Credit Card,DSL,0
CUST00866,19,59,89.4,4873.59,4,7,Month-to-Month,Mailed Check,DSL,0
CUST00867,73,60,84.74,5345.75,4,8,Month-to-Month,Credit Card,Fiber Optic,0
CUST00868,41,32,33.51,1036.64,1,6,Month-to-Month,Mailed Check,DSL,0
CUST00869,30,3,64.1,177.58,5,2,Two Year,Bank Transfer,Fiber Optic,0
CUST00870,63,33,109.27,3549.63,1,1,Month-to-Month,Credit Card,DSL,1
CUST00871,46,15,23.63,357.91,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00872,38,9,105.52,893.8,2,4,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00873,24,9,36.32,320.67,2,3,Month-to-Month,Credit Card,Fiber Optic,1
CUST00874,40,50,70.72,3632.2,2,1,One Year,Mailed Check,Fiber Optic,0
CUST00875,54,36,62.43,2281.98,2,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00876,53,39,21.01,856.08,3,4,Two Year,Credit Card,Fiber Optic,0
CUST00877,40,53,111.54,6309.34,4,9,Two Year,Electronic Check,Fiber Optic,0
CUST00878,52,39,65.49,2507.79,5,9,One Year,Bank Transfer,Fiber Optic,0
CUST00879,61,45,115.43,5114.18,2,6,Month-to-Month,Bank Transfer,DSL,0
CUST00880,71,7,48.67,340.5,2,8,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST00881,48,61,106.63,6590.6,4,3,Month-to-Month,Mailed Check,No,0
CUST00882,30,32,112.24,3310.29,1,9,One Year,Electronic Check,DSL,1
CUST00883,25,12,75.68,874.17,3,9,Month-to-Month,Credit Card,DSL,1
CUST00884,26,58,40.27,2182.27,2,1,One Year,Credit Card,Fiber Optic,0
CUST00885,18,53,88.52,4584.7,4,7,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00886,49,4,74.9,327.95,1,4,Month-to-Month,Mailed Check,No,1
CUST00887,30,14,114.45,1628.85,5,2,Month-to-Month,Mailed Check,DSL,1
CUST00888,30,2,63.93,126.05,2,4,Month-to-Month,Electronic Check,No,0
CUST00889,59,20,46.85,949.38,3,9,One Year,Credit Card,Fiber Optic,0
CUST00890,36,8,33.83,279.78,3,9,One Year,Credit Card,Fiber Optic,1
CUST00891,65,51,89.86,4523.41,3,3,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00892,25,38,117.41,4414.96,3,4,Month-to-Month,Credit Card,DSL,0
CUST00893,37,70,22.83,1662.79,2,5,Two Year,Credit Card,DSL,0
CUST00894,20,54,94.04,4632.38,4,7,Month-to-Month,Bank Transfer,No,0
CUST00895,48,44,112.69,4998.24,3,4,One Year,Credit Card,DSL,0
CUST00896,25,37,27.48,1026.32,2,3,Month-to-Month,Electronic Check,DSL,1
CUST00897,31,4,31.02,130.44,2,9,One Year,Credit Card,DSL,0
CUST00898,59,5,89.2,489.03,3,3,One Year,Electronic Check,No,1
CUST00899,68,44,84.8,3951.73,5,2,Month-to-Month,Mailed Check,DSL,1
CUST00900,49,1,26.88,26.9,5,3,Month-to-Month,Mailed Check,Fiber Optic,0
CUST00901,73,4,103.44,386.42,2,3,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00902,61,16,72.34,1177.91,2,5,Month-to-Month,Bank Transfer,No,0
CUST00903,60,63,110.72,7441.71,1,6,One Year,Mailed Check,No,0
CUST00904,74,33,107.8,3865.02,3,1,Month-to-Month,Mailed Check,Fiber Optic,1
CUST00905,23,51,101.25,5499.76,2,8,Month-to-Month,Bank Transfer,DSL,0
CUST00906,31,30,71.59,2014.1,5,2,Two Year,Electronic Check,DSL,0
CUST00907,42,13,45.17,612.19,3,1,Two Year,Electronic Check,DSL,0
CUST00908,53,27,70.6,2051.06,2,6,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00909,74,7,30.08,218.19,5,2,One Year,Credit Card,Fiber Optic,0
CUST00910,23,55,85.88,4899.14,5,7,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST00911,31,14,33.4,467.58,2,9,One Year,Mailed Check,Fiber Optic,0
CUST00912,34,27,71.12,1972.77,1,6,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST00913,56,70,25.44,1707.45,2,7,One Year,Bank Transfer,DSL,0
CUST00914,72,43,49.95,1971.26,2,4,Month-to-Month,Electronic Check,No,0
CUST00915,71,33,43.21,1519.32,3,3,Month-to-Month,Electronic Check,No,1
CUST00916,60,39,82.0,3481.57,5,6,Two Year,Mailed Check,DSL,0
CUST00917,62,56,98.68,5920.37,5,3,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00918,41,19,25.73,472.64,4,8,Month-to-Month,Credit Card,No,1
CUST00919,52,46,105.03,4438.55,5,4,Month-to-Month,Electronic Check,No,1
CUST00920,27,62,106.08,6287.56,1,4,One Year,Bank Transfer,Fiber Optic,0
CUST00921,46,41,54.23,2375.75,1,6,Month-to-Month,Mailed Check,DSL,0
CUST00922,34,32,85.9,2834.47,5,1,One Year,Bank Transfer,No,0
CUST00923,70,11,60.26,724.75,4,5,Month-to-Month,Credit Card,Fiber Optic,1
CUST00924,38,18,35.42,617.48,2,7,One Year,Mailed Check,Fiber Optic,1
CUST00925,40,68,72.87,5005.91,4,7,Two Year,Electronic Check,DSL,0
CUST00926,40,39,28.64,1181.59,1,2,Month-to-Month,Bank Transfer,No,0
CUST00927,69,22,107.85,2246.41,4,0,One Year,Electronic Check,Fiber Optic,0
CUST00928,71,30,112.43,3685.93,5,1,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00929,42,42,102.16,4370.07,3,8,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST00930,74,39,76.25,2681.17,4,2,One Year,Electronic Check,Fiber Optic,0
CUST00931,61,50,75.76,3428.25,4,0,Two Year,Electronic Check,Fiber Optic,0
CUST00932,66,19,118.46,2422.81,5,5,Two Year,Mailed Check,Fiber Optic,0
CUST00933,70,47,44.79,2166.31,3,8,Two Year,Mailed Check,Fiber Optic,0
CUST00934,36,32,27.59,929.5,2,2,Month-to-Month,Credit Card,No,1
CUST00935,49,67,76.19,5394.98,2,0,One Year,Electronic Check,Fiber Optic,0
CUST00936,34,12,52.88,624.45,2,1,Month-to-Month,Mailed Check,DSL,1
CUST00937,35,11,52.23,608.89,1,1,Two Year,Bank Transfer,DSL,0
CUST00938,44,33,20.71,743.18,4,2,One Year,Credit Card,Fiber Optic,0
CUST00939,20,37,79.62,2752.92,2,1,Month-to-Month,Mailed Check,DSL,0
CUST00940,30,50,46.4,2442.74,4,6,Two Year,Bank Transfer,Fiber Optic,0
CUST00941,64,29,38.79,1081.55,1,2,One Year,Bank Transfer,Fiber Optic,0
CUST00942,27,65,24.04,1507.01,2,5,Two Year,Electronic Check,Fiber Optic,0
CUST00943,53,34,56.44,1885.35,2,4,One Year,Electronic Check,DSL,0
CUST00944,61,10,107.9,1157.46,1,6,Two Year,Bank Transfer,Fiber Optic,0
CUST00945,32,9,53.67,436.83,5,6,Month-to-Month,Electronic Check,DSL,1
CUST00946,44,70,87.91,6072.2,3,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00947,68,10,95.65,990.99,5,8,One Year,Bank Transfer,DSL,0
CUST00948,65,68,52.81,3311.28,5,1,Month-to-Month,Electronic Check,No,0
CUST00949,70,20,102.16,2162.71,1,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00950,53,7,89.19,679.49,5,3,Two Year,Mailed Check,No,1
CUST00951,68,22,75.92,1533.68,1,5,Two Year,Credit Card,No,0
CUST00952,40,44,20.1,822.98,5,1,Two Year,Bank Transfer,No,0
CUST00953,52,31,23.51,797.88,4,3,Month-to-Month,Electronic Check,No,0
CUST00954,56,56,119.09,6265.86,5,9,Month-to-Month,Electronic Check,DSL,1
CUST00955,73,44,98.23,3958.08,3,8,Two Year,Credit Card,DSL,0
CUST00956,38,29,113.76,3597.29,1,4,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST00957,67,46,110.23,5468.76,1,1,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST00958,47,69,22.04,1568.43,1,6,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00959,23,30,99.18,3006.15,5,3,Two Year,Electronic Check,Fiber Optic,0
CUST00960,55,11,65.11,776.32,3,3,Month-to-Month,Electronic Check,DSL,0
CUST00961,73,30,98.96,3061.01,2,0,Month-to-Month,Credit Card,DSL,1
CUST00962,43,60,20.67,1279.59,1,2,Month-to-Month,Credit Card,Fiber Optic,1
CUST00963,49,16,48.82,834.81,1,2,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00964,70,68,95.13,6667.27,2,0,One Year,Bank Transfer,No,0
CUST00965,70,42,99.3,4173.75,4,5,One Year,Credit Card,Fiber Optic,1
CUST00966,40,43,81.97,3447.03,5,9,One Year,Credit Card,DSL,0
CUST00967,61,23,50.13,1153.61,4,1,Month-to-Month,Mailed Check,DSL,0
CUST00968,53,66,51.04,3383.54,5,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00969,54,3,116.68,340.29,2,1,Month-to-Month,Credit Card,Fiber Optic,1
CUST00970,59,22,63.92,1391.67,2,5,Two Year,Electronic Check,Fiber Optic,0
CUST00971,36,30,64.71,2058.59,4,8,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00972,35,34,75.23,2515.22,1,3,Month-to-Month,Electronic Check,No,1
CUST00973,19,34,60.95,1875.67,5,1,Month-to-Month,Mailed Check,Fiber Optic,0
CUST00974,66,11,75.27,792.01,4,0,Two Year,Electronic Check,DSL,0
CUST00975,33,17,63.23,1017.3,1,6,One Year,Bank Transfer,Fiber Optic,0
CUST00976,56,7,102.67,760.9,1,3,Month-to-Month,Credit Card,DSL,1
CUST00977,57,41,110.91,4501.0,4,3,One Year,Mailed Check,DSL,1
CUST00978,58,25,113.21,2705.92,4,2,Month-to-Month,Credit Card,Fiber Optic,0
CUST00979,67,41,76.43,3328.34,2,8,One Year,Credit Card,Fiber Optic,1
CUST00980,67,42,64.21,2437.69,4,3,Two Year,Credit Card,DSL,0
CUST00981,18,50,90.52,4231.32,3,7,One Year,Bank Transfer,Fiber Optic,0
CUST00982,65,39,103.83,4314.26,4,7,Two Year,Credit Card,Fiber Optic,0
CUST00983,29,47,76.3,3622.34,3,0,Month-to-Month,Mailed Check,DSL,0
CUST00984,54,42,90.0,3986.8,3,2,Month-to-Month,Electronic Check,Fiber Optic,1
CUST00985,56,47,94.97,4765.63,2,8,One Year,Credit Card,DSL,0
CUST00986,21,44,87.64,4196.99,1,8,One Year,Mailed Check,Fiber Optic,1
CUST00987,34,23,94.61,1986.1,1,4,Month-to-Month,Credit Card,Fiber Optic,1
CUST00988,69,18,40.86,779.58,1,1,Month-to-Month,Mailed Check,Fiber Optic,1
CUST00989,26,56,69.84,4074.19,5,2,Month-to-Month,Electronic Check,Fiber Optic,0
CUST00990,31,25,78.83,1855.2,3,9,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST00991,22,39,20.25,857.84,2,6,Two Year,Bank Transfer,DSL,1
CUST00992,27,14,105.6,1450.02,5,0,Month-to-Month,Mailed Check,Fiber Optic,0
CUST00993,54,31,81.0,2705.74,5,7,Two Year,Credit Card,Fiber Optic,0
CUST00994,65,38,32.91,1277.01,2,1,Month-to-Month,Mailed Check,DSL,0
CUST00995,51,45,101.64,4598.07,2,3,One Year,Electronic Check,Fiber Optic,0
CUST00996,34,38,91.71,3247.52,3,4,Two Year,Bank Transfer,DSL,0
CUST00997,66,26,95.83,2698.04,5,3,One Year,Electronic Check,Fiber Optic,0
CUST00998,38,69,59.2,4131.39,4,6,Two Year,Mailed Check,Fiber Optic,0
CUST00999,35,37,105.42,3515.25,3,1,Month-to-Month,Electronic Check,No,1
CUST01000,46,58,61.4,3218.25,2,8,Month-to-Month,Electronic Check,No,1
CUST01001,25,53,77.05,4310.45,2,5,One Year,Credit Card,Fiber Optic,0
CUST01002,38,40,20.06,748.31,1,3,One Year,Electronic Check,No,0
CUST01003,63,63,84.49,5427.81,4,9,One Year,Bank Transfer,Fiber Optic,0
CUST01004,52,10,91.82,951.43,5,4,One Year,Bank Transfer,Fiber Optic,1
CUST01005,74,66,76.71,4839.51,4,4,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01006,62,61,69.66,4307.91,2,0,Month-to-Month,Credit Card,No,0
CUST01007,38,36,100.99,3446.9,3,9,Two Year,Electronic Check,Fiber Optic,0
CUST01008,61,53,88.14,5088.25,5,8,One Year,Mailed Check,No,0
CUST01009,67,37,47.81,1896.29,3,1,One Year,Credit Card,Fiber Optic,0
CUST01010,53,20,115.91,2219.88,5,9,One Year,Bank Transfer,No,0
CUST01011,61,57,90.73,5201.23,3,7,Two Year,Electronic Check,Fiber Optic,0
CUST01012,46,18,118.79,2138.56,3,4,Two Year,Credit Card,DSL,0
CUST01013,69,23,117.13,2941.75,3,9,Month-to-Month,Credit Card,DSL,0
CUST01014,31,37,111.89,4052.22,2,5,Two Year,Mailed Check,Fiber Optic,0
CUST01015,42,60,95.54,5803.57,3,6,Month-to-Month,Bank Transfer,DSL,1
CUST01016,32,28,80.94,2460.73,2,1,Month-to-Month,Mailed Check,DSL,0
CUST01017,23,36,37.22,1249.46,4,1,Two Year,Mailed Check,Fiber Optic,0
CUST01018,53,3,74.34,225.26,4,5,Month-to-Month,Mailed Check,Fiber Optic,0
CUST01019,24,9,96.54,800.32,2,3,Month-to-Month,Electronic Check,DSL,1
CUST01020,30,4,72.09,295.12,5,9,One Year,Bank Transfer,Fiber Optic,0
CUST01021,61,6,106.82,623.73,3,0,Two Year,Electronic Check,Fiber Optic,1
CUST01022,31,62,30.97,2099.43,5,7,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01023,67,60,58.09,3426.67,4,6,One Year,Mailed Check,Fiber Optic,0
CUST01024,20,59,70.6,3862.12,5,8,Month-to-Month,Electronic Check,DSL,0
CUST01025,44,4,63.23,269.83,5,9,Month-to-Month,Mailed Check,No,1
CUST01026,21,6,30.86,197.03,2,8,One Year,Mailed Check,No,0
CUST01027,21,20,35.35,734.61,2,3,One Year,Electronic Check,Fiber Optic,0
CUST01028,63,41,103.76,4465.93,5,6,One Year,Electronic Check,DSL,1
CUST01029,21,24,68.44,1565.23,2,1,One Year,Electronic Check,Fiber Optic,0
CUST01030,68,35,24.87,895.26,4,4,Two Year,Bank Transfer,No,0
CUST01031,52,13,21.65,255.43,1,2,Two Year,Electronic Check,No,1
CUST01032,45,52,67.35,3289.77,5,2,Month-to-Month,Bank Transfer,No,0
CUST01033,70,23,36.44,910.53,4,5,One Year,Bank Transfer,No,0
CUST01034,40,5,90.51,474.22,3,1,One Year,Mailed Check,Fiber Optic,1
CUST01035,40,53,99.53,4991.06,3,5,Month-to-Month,Electronic Check,DSL,0
CUST01036,41,65,42.83,2567.55,4,4,One Year,Electronic Check,DSL,0
CUST01037,55,2,79.22,172.66,2,2,One Year,Electronic Check,DSL,1
CUST01038,66,32,35.44,1046.25,2,5,Month-to-Month,Electronic Check,DSL,1
CUST01039,48,59,50.36,2826.78,2,7,Month-to-Month,Credit Card,DSL,1
CUST01040,34,51,108.88,5200.4,1,6,Month-to-Month,Electronic Check,Fiber Optic,1
CUST01041,68,61,74.41,4091.87,5,0,Month-to-Month,Electronic Check,No,0
CUST01042,52,30,108.59,3136.57,4,5,Two Year,Credit Card,DSL,0
CUST01043,65,27,42.52,1257.06,3,6,Month-to-Month,Credit Card,No,1
CUST01044,42,51,53.0,2617.65,5,6,One Year,Mailed Check,No,0
CUST01045,29,11,67.1,738.68,4,4,One Year,Mailed Check,DSL,0
CUST01046,71,17,68.01,1213.0,3,0,Month-to-Month,Electronic Check,DSL,0
CUST01047,56,43,119.76,5202.5,1,1,Month-to-Month,Credit Card,Fiber Optic,0
CUST01048,35,48,31.44,1582.87,3,3,Month-to-Month,Bank Transfer,No,0
CUST01049,66,9,105.2,977.37,1,6,Month-to-Month,Mailed Check,Fiber Optic,1
CUST01050,18,37,106.37,4021.08,4,7,Month-to-Month,Electronic Check,DSL,0
CUST01051,71,26,75.32,2016.93,1,6,Month-to-Month,Mailed Check,Fiber Optic,0
CUST01052,50,36,54.4,2075.72,3,3,Two Year,Bank Transfer,No,0
CUST01053,51,69,71.92,5171.28,2,4,One Year,Electronic Check,DSL,0
CUST01054,18,6,49.25,312.72,1,0,Month-to-Month,Mailed Check,Fiber Optic,1
CUST01055,28,71,99.91,6590.86,3,7,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01056,59,32,69.83,2313.9,2,3,Two Year,Bank Transfer,DSL,1
CUST01057,49,55,112.58,6485.67,2,5,Month-to-Month,Electronic Check,No,1
CUST01058,25,31,82.27,2448.31,5,4,One Year,Credit Card,DSL,1
CUST01059,55,23,71.43,1766.02,2,2,Month-to-Month,Mailed Check,No,1
CUST01060,60,55,91.11,4815.17,3,1,Two Year,Mailed Check,Fiber Optic,1
CUST01061,33,49,70.39,3272.55,1,9,Month-to-Month,Mailed Check,DSL,0
CUST01062,57,11,110.45,1304.16,2,1,Month-to-Month,Mailed Check,Fiber Optic,0
CUST01063,73,51,38.44,1861.47,2,9,One Year,Electronic Check,DSL,0
CUST01064,45,54,117.33,6229.01,4,1,Month-to-Month,Mailed Check,DSL,0
CUST01065,31,28,101.22,2759.27,1,0,One Year,Electronic Check,DSL,1
CUST01066,72,66,106.07,7558.19,5,9,Month-to-Month,Mailed Check,No,0
CUST01067,69,46,68.29,3113.25,1,9,Month-to-Month,Credit Card,No,0
CUST01068,44,24,103.72,2586.02,4,8,Month-to-Month,Electronic Check,DSL,1
CUST01069,42,1,50.68,53.66,1,7,One Year,Credit Card,Fiber Optic,1
CUST01070,65,48,96.19,4735.47,5,4,Two Year,Credit Card,No,0
CUST01071,18,15,34.05,555.99,4,1,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST01072,35,54,50.71,2903.74,5,5,Two Year,Electronic Check,DSL,1
CUST01073,48,38,64.57,2404.81,5,5,Two Year,Mailed Check,Fiber Optic,0
CUST01074,55,34,52.23,1936.01,5,7,Month-to-Month,Credit Card,Fiber Optic,1
CUST01075,53,12,58.7,707.88,4,0,Month-to-Month,Mailed Check,DSL,1
CUST01076,39,51,102.01,4705.77,5,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01077,67,12,45.67,521.71,1,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST01078,55,30,94.53,2904.88,4,8,One Year,Mailed Check,Fiber Optic,1
CUST01079,48,60,27.37,1529.55,5,9,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01080,71,66,96.57,6481.05,2,5,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01081,23,71,99.2,6848.4,5,3,One Year,Bank Transfer,Fiber Optic,0
CUST01082,58,69,60.17,4180.27,3,4,Month-to-Month,Mailed Check,Fiber Optic,0
CUST01083,70,40,92.25,3322.3,3,5,Two Year,Electronic Check,DSL,1
CUST01084,55,15,111.51,1789.27,2,6,One Year,Credit Card,Fiber Optic,1
CUST01085,50,60,100.07,5838.47,1,2,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01086,38,57,59.04,3123.33,5,3,Month-to-Month,Electronic Check,Fiber Optic,0
CUST01087,33,71,68.42,4797.6,4,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST01088,49,47,97.94,4590.26,3,8,Two Year,Electronic Check,Fiber Optic,1
CUST01089,69,11,49.26,556.74,5,8,Month-to-Month,Mailed Check,Fiber Optic,0
CUST01090,44,36,100.39,3631.73,1,7,Two Year,Electronic Check,Fiber Optic,1
CUST01091,24,32,52.81,1535.55,4,2,Two Year,Credit Card,Fiber Optic,0
CUST01092,45,60,100.6,6484.43,3,4,Month-to-Month,Credit Card,Fiber Optic,1
CUST01093,23,28,28.68,796.06,4,5,One Year,Electronic Check,Fiber Optic,0
CUST01094,71,24,24.44,536.93,1,9,One Year,Bank Transfer,No,0
CUST01095,48,6,119.77,757.82,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST01096,30,60,106.95,6622.28,4,9,Two Year,Credit Card,DSL,0
CUST01097,53,54,108.28,6022.14,5,7,Month-to-Month,Electronic Check,No,1
CUST01098,48,3,115.13,340.34,2,6,Two Year,Bank Transfer,DSL,1
CUST01099,47,31,63.83,1943.36,1,7,One Year,Electronic Check,Fiber Optic,0
CUST01100,51,35,48.68,1716.31,1,7,Month-to-Month,Electronic Check,No,0
CUST01101,70,34,33.0,1021.23,1,6,Month-to-Month,Credit Card,DSL,0
CUST01102,66,66,70.12,4441.9,2,6,Month-to-Month,Electronic Check,DSL,1
CUST01103,32,11,42.0,507.14,5,3,Month-to-Month,Mailed Check,DSL,1
CUST01104,31,22,113.56,2579.25,1,4,One Year,Electronic Check,No,1
CUST01105,74,13,20.4,260.9,1,5,Month-to-Month,Credit Card,Fiber Optic,1
CUST01106,54,18,34.32,583.45,1,8,Two Year,Mailed Check,No,0
CUST01107,19,65,44.65,3044.42,2,6,Month-to-Month,Electronic Check,DSL,0
CUST01108,48,67,39.9,2544.86,4,9,Month-to-Month,Bank Transfer,DSL,0
CUST01109,24,4,42.58,158.81,2,6,Month-to-Month,Electronic Check,DSL,1
CUST01110,19,45,85.6,3586.04,3,4,Month-to-Month,Electronic Check,No,1
CUST01111,28,17,52.75,937.89,2,5,One Year,Bank Transfer,DSL,0
CUST01112,32,14,81.5,1173.62,5,6,Month-to-Month,Credit Card,No,0
CUST01113,22,21,109.03,2092.55,1,8,One Year,Bank Transfer,Fiber Optic,1
CUST01114,65,14,80.26,1037.07,2,2,One Year,Electronic Check,No,0
CUST01115,42,35,89.45,3214.68,3,2,Month-to-Month,Electronic Check,Fiber Optic,1
CUST01116,49,71,56.55,4072.18,5,2,Month-to-Month,Credit Card,Fiber Optic,0
CUST01117,67,42,35.97,1567.11,3,0,Month-to-Month,Electronic Check,DSL,0
CUST01118,65,52,52.06,2532.72,1,6,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST01119,64,36,116.43,4381.36,3,9,One Year,Mailed Check,Fiber Optic,1
CUST01120,29,1,82.18,89.35,2,6,Month-to-Month,Credit Card,DSL,0
CUST01121,60,6,47.75,292.3,2,0,Month-to-Month,Mailed Check,No,1
CUST01122,74,20,65.09,1222.71,5,3,Month-to-Month,Credit Card,DSL,0
CUST01123,18,18,103.55,1930.85,5,9,Month-to-Month,Mailed Check,DSL,1
CUST01124,67,60,86.84,5047.13,2,0,Two Year,Bank Transfer,Fiber Optic,0
CUST01125,67,60,76.07,4152.51,3,6,Two Year,Electronic Check,Fiber Optic,0
CUST01126,65,61,108.52,6357.81,3,4,One Year,Mailed Check,DSL,0
CUST01127,40,46,87.24,4338.76,5,9,Month-to-Month,Electronic Check,No,0
CUST01128,29,40,84.27,3311.01,5,5,Month-to-Month,Electronic Check,DSL,0
CUST01129,59,47,38.98,1965.52,2,5,Month-to-Month,Mailed Check,Fiber Optic,0
CUST01130,53,29,30.64,890.07,1,7,Two Year,Electronic Check,DSL,0
CUST01131,59,48,116.51,5611.67,1,8,Month-to-Month,Credit Card,DSL,1
CUST01132,32,57,79.89,4102.89,1,5,Month-to-Month,Credit Card,Fiber Optic,1
CUST01133,28,55,61.57,3479.11,4,7,One Year,Bank Transfer,No,0
CUST01134,69,44,78.9,3199.38,4,8,One Year,Mailed Check,Fiber Optic,0
